"id","name","url","thumbnail_image_url","recipe_kind_id"
114,"にらたま","https://chefgohan.gnavi.co.jp/detail/104","https://c-chefgohan.gnst.jp/imgdata/recipe/04/01/104/rc732x546_1209100842_e892d74c5aa123f37ac09bbf055d7764.jpg",3
115,"チャーハン","https://chefgohan.gnavi.co.jp/detail/105","https://c-chefgohan.gnst.jp/imgdata/recipe/05/01/105/rc732x546_1209100850_d5aad63e2acea1ea936178c6bc542933.jpg",3
116,"青椒肉絲（チンジャオロース）","https://chefgohan.gnavi.co.jp/detail/106","https://c-chefgohan.gnst.jp/imgdata/recipe/06/01/106/rc732x546_1209100852_6abbf624769f61bc3b1df0f15cb8b67a.jpg",3
117,"坦々麺","https://chefgohan.gnavi.co.jp/detail/107","https://c-chefgohan.gnst.jp/imgdata/recipe/07/01/107/rc732x546_1209100855_a99c55991173a7e4be38ac98f0ebcf9e.jpg",3
118,"豚の角煮 (東坡肉　トンポーロー）","https://chefgohan.gnavi.co.jp/detail/426","https://c-chefgohan.gnst.jp/imgdata/recipe/26/04/426/rc732x546_1209171230_936401608c5febf77c28b9fd612bfddf.jpg",3
119,"水餃子 (紅油水餃　ホンユースイジャオ)","https://chefgohan.gnavi.co.jp/detail/427","https://c-chefgohan.gnst.jp/imgdata/recipe/27/04/427/rc732x546_1209171239_c815209c77765ade2f2a9f273426f9ae.jpg",3
120,"棒々鶏 （バンバンジー)","https://chefgohan.gnavi.co.jp/detail/429","https://c-chefgohan.gnst.jp/imgdata/recipe/29/04/429/rc732x546_1209171247_9db365d2c3caa3acb6b3779e27cb273b.jpg",3
121,"冷やし中華","https://chefgohan.gnavi.co.jp/detail/433","https://c-chefgohan.gnst.jp/imgdata/recipe/33/04/433/rc732x546_1209170107_59d000c9a35b470a54334cf12cff2e86.jpg",3
122,"肉だんご　甘酢あんかけ","https://chefgohan.gnavi.co.jp/detail/442","https://c-chefgohan.gnst.jp/imgdata/recipe/42/04/442/rc732x546_1209170134_09cdd796638414b795c4dd6d8ec8bdc9.jpg",3
123,"あさりの中華粥","https://chefgohan.gnavi.co.jp/detail/444","https://c-chefgohan.gnst.jp/imgdata/recipe/44/04/444/rc732x546_1209170138_0a4bb21df5b1f10608c0e26260c00166.jpg",3
124,"春巻き","https://chefgohan.gnavi.co.jp/detail/447","https://c-chefgohan.gnst.jp/imgdata/recipe/47/04/447/rc732x546_1209170147_c3fecf925c57456051c721acd4cfd587.jpg",3
125,"卵スープ （蛋花湯～タンファータン～)","https://chefgohan.gnavi.co.jp/detail/448","https://c-chefgohan.gnst.jp/imgdata/recipe/48/04/448/rc732x546_1209170200_1d6d0398c06451d402ae30d2263a4ede.jpg",3
126,"麻婆豆腐","https://chefgohan.gnavi.co.jp/detail/466","https://c-chefgohan.gnst.jp/imgdata/recipe/66/04/466/rc732x546_1209170415_36911406347e9d36b18965518ea76392.jpg",3
